LastActivity,AccountOwner,AccountName,State/Province,Type,Rating,LastModifiedDate,Country,HQCountry,AccountId,Region
10/10/19,Simon Skinner,Domestic & General Acquisitions,"",Prospect,"",3/5/20,United Kingdom,"",0010z00001WiMeLAAV,EMEA
4/3/19,Pavel Hruska,European Council Belgium,"",Prospect,"",3/5/20,Belgium,"",0016000001BadjxAAB,EMEA
3/17/20,Kyle Graves,CGI Group Inc.,Quebec,Partner,C - General Interest (cont. to market),6/19/20,Canada,"",0016000000dbByNAAU,NORTHEAST
1/10/20,Joe Hliboki,PVH (Phillips-Van Heusen) Corporation,New York,Prospect,"",6/18/20,United States,"",0016000000dbLZVAA2,NORTHEAST
2/21/20,James Raspanti,IAC/InterActiveCorp,New York,Prospect,"",5/7/20,United States,"",0016000000dbLb7AAE,NORTHEAST
7/22/20,Adam Swaney,"Caesar's Entertainment, Inc.",Nevada,Prospect,"",6/22/20,United States,"",0016000000dcqNCAAY,WEST
7/14/20,Kyle Graves,"HealthNow New York, Inc.",New York,Customer,A - Active project (within 3 to 6  mths),7/20/20,United States,United States of America,0016000000dbRfeAAE,NORTHEAST
7/28/20,Mark Ronson,Dexcom,California,Prospect,"",6/24/20,United States,"",0016000001FeVDNAA3,WEST
6/11/20,Sonny Covington,"American Airlines Group, Inc.",Texas,Prospect,"",6/19/20,United States,"",0016000001FfWq0AAF,CENTRAL
10/11/11,Joe Hliboki,Buddy Media,New York,Prospect,"",6/18/20,United States,"",0016000000ddPfmAAE,NORTHEAST
6/19/19,Kyle Graves,Eaton Vance,Massachusetts,Prospect,"",6/19/20,United States,"",0010z00001WOY6TAAX,NORTHEAST
7/2/20,Joe Hliboki,Duff & Phelps,New York,Prospect,"",6/19/20,United States,"",0010z00001WOY6PAAX,NORTHEAST
5/11/15,Simon Brender,AK Mall,"",Ex-Customer,"",11/23/19,"Korea, Republic of","",0016000000dZrJ4AAK,APAC
"",David Bain,Caltex Australia,New South Wales,Prospect,"",7/29/20,Australia,"",0010z00001YCJuAAAX,APAC
6/10/20,Simon Skinner,Tesco Bank,England,Prospect,B - Possible project (within 3-9 mths),6/19/20,United Kingdom,"",0016000000d0GQpAAM,EMEA
11/27/19,David Bain,Australian Defence Force,"",Prospect,"",7/29/20,Australia,"",0010z00001WiRa5AAF,APAC
9/27/11,Mark Ronson,Bank of America - California,California,Prospect,A - Active project (within 3 to 6  mths),6/19/20,United States,"",0016000000daw7tAAA,WEST
"",Mark Wagasky,Maples and Calder,"",Prospect,"",6/19/20,Cayman Islands,"",0016000001NJtdPAAT,NORTHEAST
11/26/19,Joe Hliboki,Sandvik Coromant - Global,New Jersey,Prospect,"",2/27/20,United States,"",0016000000Sv77hAAB,NORTHEAST
10/3/19,Tyler Bush,De Lage Landen Financial Services Inc,Pennsylvania,Prospect,"",3/13/20,United States,"",0016000000Sv6uBAAR,MIDWEST
3/7/19,Kyle Graves,Sirius XM Radio Inc.,New York,Prospect,"",6/19/20,United States,"",0016000000Sv77yAAB,NORTHEAST
3/14/16,Joe Hliboki,Sony Corporation of America,New York,Prospect,"",6/19/20,United States,"",0016000000Sv787AAB,NORTHEAST
7/10/18,Kyle Graves,iRobot Corporation,Massachusetts,Prospect,"",8/13/19,United States,"",0016000000Sv6zLAAR,NORTHEAST
7/29/20,James Raspanti,United Technologies Corporation,Connecticut,Prospect,"",6/19/20,United States,"",0016000000Sv4pfAAB,NORTHEAST
6/14/19,James Raspanti,Phoenix Life Insurance,Connecticut,Prospect,"",6/16/20,United States,"",0016000000Sv3jDAAR,NORTHEAST
1/30/20,James Raspanti,"BGC Partners, Inc.",New York,Prospect,"",6/19/20,United States,"",0016000000Sv6rPAAR,NORTHEAST
7/29/20,Kyle Graves,Blue Cross Blue Shield of Massachusetts,Massachusetts,Prospect,"",6/19/20,United States,"",0016000000Sv6rSAAR,NORTHEAST
12/16/16,Mike Washington,British Telecom,England,Prospect,"",6/19/20,United Kingdom,"",0016000000Sv6rbAAB,EMEA
"",Kyle Graves,Eagle Investment Systems,Massachusetts,Prospect,"",6/19/20,United States,"",0016000000Sv6vrAAB,NORTHEAST
10/7/19,Kyle Graves,"EPAM Systems, Inc.",Massachusetts,Prospect,"",10/16/19,United States,"",0016000000Sv6w7AAB,NORTHEAST
3/9/20,Joe Hliboki,Everest Reinsurance Group,New Jersey,Prospect,NQ - Not Qualified,6/19/20,United States,"",0016000000Sv6wBAAR,NORTHEAST
2/15/18,Kyle Graves,Four Seasons Hotels,Ontario,Prospect,"",6/19/20,Canada,"",0016000000Sv6waAAB,NORTHEAST
"",Joe Hliboki,Capital Cities/ABC,New York,Prospect,"",6/18/20,United States,"",0016000000Sv52CAAR,NORTHEAST
7/29/20,Christopher Marra,"AmTrust Financial Services, Inc.",New York,Prospect,B - Possible project (within 3-9 mths),7/2/20,United States,"",0016000000Sv6oxAAB,NORTHEAST
10/3/19,Mike Washington,Pearson plc,England,Ex-Customer,"",6/19/20,United Kingdom,"",0016000000Sv75NAAR,EMEA
7/22/20,Jean-Noel Roncelli,Casino,"",Prospect,"",7/22/20,France,"",0010z00001V46xmAAB,EMEA
12/6/19,Christopher Marra,KPMG L.L.P.,New York,Prospect,"",7/24/20,United States,"",0016000000Sv71MAAR,NORTHEAST
6/5/20,Kyle Graves,LPL Financial,Massachusetts,Prospect,"",6/19/20,United States,"",0016000000Sv71qAAB,NORTHEAST
11/4/19,James Raspanti,AXIS Capital Holdings Limited,Connecticut,Prospect,C - General Interest (cont. to market),7/8/20,United States,"",0016000000Sv6qOAAR,NORTHEAST
6/26/18,Joe Hliboki,B&H Photo Video,New York,Prospect,C - General Interest (cont. to market),6/19/20,United States,"",0016000000Sv6qQAAR,NORTHEAST
5/1/20,Joe Hliboki,Bank Leumi USA,New York,Prospect,"",6/19/20,United States,"",0016000000Sv6qUAAR,NORTHEAST
4/18/19,Joe Hliboki,Bank of China - New York Branch,New York,Prospect,"",6/18/20,United States,"",0016000000Sv6qVAAR,NORTHEAST
7/24/19,Kyle Graves,"Baystate Health, Inc.",Massachusetts,Prospect,"",6/19/20,United States,"",0016000000Sv6qeAAB,NORTHEAST
"",Tyler Bush,Citi Prepaid Services,Pennsylvania,Prospect,"",3/13/20,United States,"",0016000000Sv6tEAAR,MIDWEST
7/15/20,Kyle Graves,Citizens Bank of Canada,RI,Prospect,"",6/6/19,USA,"",0016000000Sv6tFAAR,NORTHEAST
2/11/19,Joe Hliboki,Commerzbank Capital Markets Corporation,New York,Prospect,"",6/19/20,United States,"",0016000000Sv6tRAAR,NORTHEAST
5/12/14,Kyle Graves,Commonwealth Equity Services Inc.,MA,Prospect,"",6/6/19,USA,"",0016000000Sv6tSAAR,NORTHEAST
"",James Raspanti,Prudential Connecticut Realty,Connecticut,Prospect,"",6/18/20,United States,"",0016000000Sv75tAAB,NORTHEAST
2/21/20,James Raspanti,Terex Corporation,Connecticut,Prospect,"",6/19/20,United States,"",0016000000Sv78oAAB,NORTHEAST
4/30/20,Adam Swaney,Magellan Health Services Inc.,Arizona,Prospect,"",6/22/20,United States,"",0016000000Sv71xAAB,WEST
6/5/18,Joe Hliboki,Mercer Inc.,New York,Prospect,"",6/19/20,United States,"",0016000000Sv72GAAR,NORTHEAST
3/10/14,Joe Hliboki,"Millennium Partners, LP",New York,Prospect,"",6/18/20,United States,"",0016000000Sv733AAB,NORTHEAST
1/21/20,Kyle Graves,Dassault Systemes,Massachusetts,Prospect,"",6/19/20,United States,"",0016000000Sv6u6AAB,NORTHEAST
4/22/20,Christopher Marra,Moody's Corporation,New York,Prospect,"",6/19/20,United States,"",0016000000Sv73BAAR,NORTHEAST
7/27/18,Joe Hliboki,"Munich Reinsurance America, Inc.",New Jersey,Prospect,B - Possible project (within 3-9 mths),2/27/20,United States,"",0016000000Sv73LAAR,NORTHEAST
7/28/20,Christopher Marra,Mutual of America Life Insurance Company,New York,Prospect,"",7/2/20,United States,"",0016000000Sv73MAAR,NORTHEAST
1/9/20,Tyler Bush,"Mylan, Inc.",Pennsylvania,Prospect,C - General Interest (cont. to market),6/19/20,United States,"",0016000000Sv73PAAR,MIDWEST
7/28/20,Christopher Marra,National Football League,New York,Prospect,"",7/2/20,United States,"",0016000000Sv73TAAR,NORTHEAST
7/31/19,Joe Hliboki,The Metropolitan Transit Authority (MTA),New York,Ex-Customer,"",6/19/20,United States,"",0016000000Sv73fAAB,NORTHEAST
"",Joe Hliboki,Castle Ventures,New Jersey,Prospect,"",2/27/20,United States,"",0016000000SuqnEAAR,NORTHEAST
9/13/19,Jean-Noel Roncelli,Banque de France,�le-de-France,Prospect,"",6/19/20,France,"",0016000001BboFNAAZ,EMEA
"",Simon Brender,Kyobo HotTracks,"",Prospect,"",6/6/19,KOR,"",0016000000St98LAAR,APAC
7/29/20,Jean-Noel Roncelli,Bouygues Telecom,�le-de-France,Prospect,"",7/23/20,France,"",0016000001BboDRAAZ,EMEA
11/13/18,Tyler Bush,GE Aviation,Ohio,Ex-Customer,"",6/19/20,United States,"",0016000000StDr7AAF,MIDWEST
7/30/20,Ian Stocks,NRC,"",Prospect,"",7/29/20,Norway,"",0010z00001aZpOKAA0,EMEA
7/23/20,Youngae Kim,NRI SecureTechnologies,"",Prospect,"",7/29/20,"","",0010z00001aZpQpAAK,""
"",Jean-Noel Roncelli,Auchan France,"",Prospect,"",6/19/20,France,"",0010z00001ZrpfuAAB,EMEA
"",Nishant Agarwal,LatBC,"",Partner,"",6/22/20,Mexico,"",0010z00001Zrxa6AAB,LATAM
6/22/20,Ian Stocks,Microsoft UAE,"",Prospective Partner,"",6/29/20,"","",0010z00001ZruvNAAR,EMEA
10/17/19,Marilyn Von Hoenning,UnipolSai Assicurazioni SpA,"",Prospect,"",6/22/20,"","",0010z00001Zs1ptAAB,EMEA
7/28/20,Shaunagh Roberts,Total Direct Energie,"",Prospect,"",7/26/20,"","",0010z00001aZkpmAAC,""
7/28/20,Shaunagh Roberts,Total Direct Energie,"",Prospect,"",7/26/20,"","",0010z00001aZkpnAAC,""
"",Shaunagh Roberts,Antalis,"",Prospect,"",7/26/20,"","",0010z00001aZkpoAAC,""
"",Simon Brender,Z Corporation,"",Prospect,"",7/29/20,Japan,Japan,0010z00001aZoRIAA0,APAC
"",Jason Pearson,ServiceNow,California,Prospect,"",7/30/20,United States,"",0010z00001Zs4SoAAJ,WEST
"",Nishant Agarwal,Banco Industrial Guatemala,"",Prospect,"",6/24/20,"","",0010z00001Zs4oNAAR,LATAM
"",Earnest Boo,Bangkok Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe2aAAC,""
"",Earnest Boo,Bangkok Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe2bAAC,""
"",Earnest Boo,Bangkok Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe2cAAC,""
"",Adam Swaney,SkyWest,"",Prospect,"",6/22/20,United States,"",0010z00001Zs2t8AAB,WEST
"",Adam Swaney,Liberty Media,Arizona,Prospect,"",6/22/20,United States,"",0010z00001Zs2tSAAR,WEST
"",Adam Swaney,First Solar,Arizona,Prospect,"",6/22/20,United States,"",0010z00001Zs2tmAAB,WEST
"",Earnest Boo,Bangkok Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe2ZAAS,""
"",Simon Brender,NN Life Insurance Company,"",Prospect,"",7/29/20,Japan,Japan,0010z00001aZoSMAA0,APAC
"",Simon Skinner,Novartis UK,"",Prospect,"",7/13/20,United Kingdom,"",0010z00001ZsdmGAAR,EMEA
7/13/20,Jason Pearson,Instacart,California,Prospect,"",7/23/20,United States,"",0010z00001Zset1AAB,WEST
"",Marilyn Von Hoenning,HelloFresh GmbH,"",Prospect,"",7/12/20,"",Germany,0010z00001aZS03AAG,EMEA
6/3/20,Tho Yeong Chien,Bank of Thailand,"",Prospect,"",7/30/20,Thailand,"",0010z00001aZSkCAAW,APAC
"",Marilyn Von Hoenning,Delivery Hero GmbH,"",Prospect,"",7/12/20,"",Germany,0010z00001aZS0DAAW,EMEA
"",Tho Yeong Chien,TMB Bank Public Company,"",Prospect,"",7/29/20,Thailand,"",0010z00001aZSljAAG,APAC
7/15/20,Youngae Kim,Salesforce,"",Prospect,"",7/29/20,"","",0010z00001aZUEDAA4,APAC
7/14/20,Eric Wagasky,Gaine Solutions,"",Prospect,"",7/14/20,"","",0010z00001aZV4LAAW,WEST
"",Hubspot Integration,"Trace3, Inc.","",Prospect,"",7/14/20,"","",0010z00001aZVNsAAO,""
"",James Raspanti,Apollo Global Management,New York,Prospect,"",7/15/20,United States,"",0010z00001aZXMnAAO,NORTHEAST
"",James Raspanti,"Lord, Abbett & Co.",New Jersey,Prospect,"",7/15/20,United States,"",0010z00001aZXMoAAO,NORTHEAST
"",Sonny Covington,Oncor Electric Delivery,"",Prospect,"",7/7/20,United States,"",0010z00001ZrcCFAAZ,WEST
6/22/20,Sonny Covington,Memorial Hermann Healthcare System,"",Prospect,"",6/19/20,United States,"",0010z00001ZrcMKAAZ,""
"",Sonny Covington,Gexa Energy,"",Prospect,"",7/7/20,United States,"",0010z00001ZrcCyAAJ,WEST
7/13/20,Jason Pearson,Google,California,Prospect,"",7/23/20,United States,"",0010z00001ZrVQkAAN,WEST
"",Sonny Covington,Kelsey-Seybold Medical,"",Prospect,"",6/19/20,United States,"",0010z00001ZrcLgAAJ,""
"",Shaunagh Roberts,Bet365,"",Prospect,"",6/2/20,"",United Kingdom of Great Britain and Northern Ireland,0010z00001ZrUrpAAF,EMEA
"",Kateryna Hvastovich,"Veracity Solutions, Inc.","",Partner,"",7/14/20,"","",0010z00001ZseGIAAZ,WEST
7/20/20,Tho Yeong Chien,Pernod Ricard APAC,"",Prospect,"",7/29/20,Hong Kong,"",0010z00001ZrUcVAAV,APAC
"",Gary Griffith,Nimbus Consulting,Maryland,Evaluation,"",6/9/20,United States,"",0010z00001ZrXZ2AAN,SOUTHEAST
7/28/20,Marilyn Von Hoenning,Bundesamt fuer Statistik (Federal Statistical Office),"",Partner/Customer,"",6/9/20,Switzerland,"",0010z00001ZrUwvAAF,EMEA
"",Sonny Covington,Houston Methodist,"",Prospect,"",6/19/20,United States,"",0010z00001ZrcNhAAJ,""
"",Sonny Covington,Tokio Marine HCC,"",Prospect,"",6/19/20,United States,"",0010z00001ZrcKJAAZ,""
"",Sonny Covington,Direct Energy,"",Prospect,"",7/7/20,United States,"",0010z00001ZrcA9AAJ,WEST
"",Sonny Covington,BMC Software,"",Prospect,"",6/19/20,United States,"",0010z00001ZrcI8AAJ,""
7/22/20,Adam Swaney,Freeport-McMoRan,Arizona,Prospect,"",6/22/20,United States,"",0010z00001ZrnJeAAJ,WEST
"",Adam Swaney,GoDaddy.com,Arizona,Prospect,"",6/19/20,United States,"",0010z00001ZrnKSAAZ,WEST
7/6/20,Tyler Bush,Safelite Glass,"",Prospect,"",6/19/20,United States,"",0010z00001ZrltdAAB,""
"",Simon Brender,Prudential Japan,"",Prospect,"",7/29/20,Japan,"",0010z00001aZoSkAAK,APAC
"",Hubspot Integration,Arris,"",Prospect,"",6/8/20,"","",0010z00001Zrh4bAAB,""
"",Hubspot Integration,EAGLE-Net Alliance,"",Prospect,"",6/8/20,"","",0010z00001Zrh4cAAB,""
"",Hubspot Integration,cebridgeus.com,"",Prospect,"",6/8/20,"","",0010z00001Zrh4dAAB,""
"",Hubspot Integration,mediacommcc.com,"",Prospect,"",6/8/20,"","",0010z00001Zrh4eAAB,""
7/22/20,Adam Swaney,Arizona Public Service Company,Arizona,Prospect,"",6/19/20,United States,"",0010z00001ZrnMdAAJ,WEST
"",Sonny Covington,Energy Transfer,"",Prospect,"",7/7/20,United States,"",0010z00001ZrgnpAAB,CENTRAL
"",Hubspot Integration,TEAVANA,"",Prospect,"",6/8/20,"","",0010z00001Zrh2pAAB,""
"",Hubspot Integration,Dynamic Information Systems Corp.,"",Prospect,"",6/8/20,"","",0010z00001Zrh4vAAB,""
"",Hubspot Integration,J.P. Morgan,"",Prospect,"",6/8/20,"","",0010z00001Zrh4wAAB,""
"",Hubspot Integration,Oppenheimer Funds,"",Prospect,"",6/8/20,"","",0010z00001Zrh4xAAB,""
"",Hubspot Integration,"Jones e-global library, Inc.","",Prospect,"",6/8/20,"","",0010z00001Zrh4gAAB,""
"",Hubspot Integration,Armstrong Group of Companies,"",Prospect,"",6/8/20,"","",0010z00001ZrhFPAAZ,""
7/27/20,Kyle Graves,Canadian Institute for Health Information (CIHI),Ontario,Prospect,"",6/16/20,Canada,"",0010z00001ZrjwIAAR,NORTHEAST
6/10/20,Eric Wagasky,Coast Capital Savings,"",Prospect,"",6/10/20,"","",0010z00001ZrkA5AAJ,WEST
7/28/20,Christopher Marra,PricewaterhouseCoopers LLP,"",Partner,"",7/29/20,"","",0010z00001ZrmOlAAJ,APAC
"",Hubspot Integration,Insight Communications,"",Prospect,"",6/8/20,"","",0010z00001Zrh4CAAR,""
"",Rebecca Privett,Blue Cross Blue Shield of Arkansas,"",Prospect,"",6/19/20,United States,"",0010z00001ZrhnyAAB,""
"",Hubspot Integration,We-Portal.com,"",Prospect,"",6/8/20,"","",0010z00001Zrh2kAAB,""
"",Hubspot Integration,ebay,"",Prospect,"",6/8/20,"","",0010z00001ZrhFFAAZ,""
"",Hubspot Integration,Mediacom Communications Corp.,"",Prospect,"",6/8/20,"","",0010z00001Zrh2fAAB,""
"",Hubspot Integration,Northrop Grumman Corporation,"",Prospect,"",6/8/20,"","",0010z00001Zrh3sAAB,""
"",Hubspot Integration,Openrange Communications,"",Prospect,"",6/8/20,"","",0010z00001Zrh4lAAB,""
"",Hubspot Integration,redcable.com,"",Prospect,"",6/8/20,"","",0010z00001Zrh4mAAB,""
"",Hubspot Integration,"TOA Technologies, Inc.","",Prospect,"",6/8/20,"","",0010z00001Zrh4nAAB,""
"",Hubspot Integration,Jones/NCTI,"",Prospect,"",6/8/20,"","",0010z00001Zrh4oAAB,""
11/28/18,Hubspot Integration,CVS Health,"",Prospect,"",6/8/20,"","",0010z00001ZrhFKAAZ,""
"",Hubspot Integration,American Paint Horse Association,"",Prospect,"",6/8/20,"","",0010z00001Zrh4RAAR,""
"",Hubspot Integration,Wazee Digital,"",Prospect,"",6/8/20,"","",0010z00001Zrh4SAAR,""
"",Hubspot Integration,Society of Cable Telecommunications Engineers Inc.,"",Prospect,"",6/8/20,"","",0010z00001Zrh4WAAR,""
"",Hubspot Integration,Contec Holdings LLC,"",Prospect,"",6/8/20,"","",0010z00001Zrh21AAB,""
"",Hubspot Integration,Directline Group,"",Prospect,"",6/8/20,"","",0010z00001Zrh2zAAB,""
"",Rebecca Privett,Texas Children's Hospital,"",Prospect,"",6/19/20,United States,"",0010z00001ZrgqPAAR,""
"",Hubspot Integration,Mentis International Corp.,"",Prospect,"",6/8/20,"","",0010z00001Zrh47AAB,""
"",Hubspot Integration,Universal Weather and Aviation,"",Prospect,"",6/8/20,"","",0010z00001Zrh2uAAB,""
"",Hubspot Integration,hmrcaspire.com,"",Prospect,"",6/8/20,"","",0010z00001Zrh55AAB,""
"",Hubspot Integration,Frederick Ross Co.,"",Prospect,"",6/8/20,"","",0010z00001Zrh2aAAB,""
"",Hubspot Integration,Liberty Global plc,"",Prospect,"",6/8/20,"","",0010z00001Zrh4qAAB,""
"",Hubspot Integration,Blue Cross Blue Shield Association,"",Prospect,"",6/8/20,"","",0010z00001Zrh3jAAB,""
"",Hubspot Integration,"A.G. WASSENAAR, INC","",Prospect,"",6/8/20,"","",0010z00001Zrh3kAAB,""
"",Hubspot Integration,sunpharma,"",Prospect,"",6/8/20,"","",0010z00001Zrh50AAB,""
"",Hubspot Integration,Sky Limited,"",Prospect,"",6/8/20,"","",0010z00001Zrh1cAAB,""
"",Rebecca Privett,Amedisys,"",Prospect,"",6/19/20,United States,"",0010z00001Zrht8AAB,""
"",Rebecca Privett,Cybersoft Technologies,"",Prospect,"",6/19/20,United States,"",0010z00001Zrgr3AAB,""
"",Hubspot Integration,Westwind at Vail,"",Prospect,"",6/8/20,"","",0010z00001Zrh3xAAB,""
"",Hubspot Integration,Barclays,"",Prospect,"",6/8/20,"","",0010z00001Zrh1XAAR,""
"",Hubspot Integration,Time Warner Cable,"",Prospect,"",6/8/20,"","",0010z00001Zrh4HAAR,""
"",Hubspot Integration,"National Cable Television Cooperative, Inc.","",Prospect,"",6/8/20,"","",0010z00001Zrh4IAAR,""
"",Hubspot Integration,"RCN Telecom Services, LLC","",Prospect,"",6/8/20,"","",0010z00001Zrh4JAAR,""
"",Rebecca Privett,ArcBest,"",Prospect,"",6/19/20,United States,"",0010z00001ZrhnFAAR,""
7/23/20,Alexander Ramm,Xing,"",Prospect,"",7/1/20,Germany,"",0010z00001ZrhxQAAR,EMEA
7/29/20,Simon Skinner,DETECH,"",Prospect,"",6/11/20,"","",0010z00001ZrkooAAB,EMEA
"",Hubspot Integration,Expedia,"",Prospect,"",6/8/20,"","",0010z00001Zrh1rAAB,""
"",Hubspot Integration,IQPC,"",Prospect,"",6/8/20,"","",0010z00001Zrh4MAAR,""
7/20/20,Sonny Covington,Epsilon,Texas,Prospect,"",6/19/20,United States,"",0010z00001ZrnSvAAJ,WEST
7/28/20,Ian Stocks,Siren,"",Prospect,"",6/10/20,Ireland,"",0010z00001ZrjYaAAJ,EMEA
"",Hubspot Integration,Impact Telecom,"",Prospect,"",6/8/20,"","",0010z00001Zrh42AAB,""
"",Shannon Kimball,ATB Financial,Alberta,Prospect,"",7/23/20,Canada,"",0010z00001ZrxbsAAB,WEST
"",Kyle Graves,Digital Federal Credit Union (DCU),Massachusetts,Prospect,"",6/18/20,United States,"",0010z00001Zrz5jAAB,NORTHEAST
"",Zachery Peters,"Duck Creek Technologies, Inc.",Missouri,Prospect,"",7/28/20,United States,"",0010z00001aZnZmAAK,CENTRAL
7/30/20,Hubspot Integration,PSCU,"",Prospect,"",7/30/20,"","",0010z00001aZq94AAC,""
6/19/20,Tho Yeong Chien,PLDT,"",Prospect,"",7/29/20,Philippines,"",0010z00001ZrnytAAB,APAC
"",Jason Pearson,Marvell Semiconductor Inc,California,Prospect,"",7/20/20,United States,"",0010z00001aZde1AAC,WEST
"",Tho Yeong Chien,SC Ventures,"",Prospect,"",7/29/20,Singapore,"",0010z00001aZeY0AAK,APAC
"",Tho Yeong Chien,Bankers Association of the Philippines,"",Prospect,"",7/29/20,Philippines,"",0010z00001aZebgAAC,APAC
7/30/20,Gary Griffith,Chewy Inc,Florida,Prospect,"",7/28/20,United States,"",0010z00001aZgN4AAK,SOUTHEAST
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5KAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5LAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5MAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5NAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5OAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5PAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5QAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5RAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5SAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5TAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5UAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5VAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5WAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5XAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5YAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5ZAAS,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5aAAC,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5bAAC,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5cAAC,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5dAAC,""
"",Earnest Boo,TMB Bank PCL,"",Prospect,"",7/20/20,"","",0010z00001aZe5eAAC,""
6/29/20,Gary Griffith,Next Phase Solutions and Services,Maryland,Prospective Partner,"",7/21/20,United States,"",0010z00001aZfaoAAC,NORTHEAST
10/10/17,Sonny Covington,AA,Texas,Prospect,"",7/24/20,United States,"",0010z00001aZiCzAAK,WEST
7/24/19,Gary Griffith,Insight Global,Virginia,Prospect,"",7/24/20,United States,"",0010z00001aZiD0AAK,NORTHEAST
10/16/17,Sonny Covington,Loyalty Methods Inc,Texas,Prospect,"",7/24/20,United States,"",0010z00001aZiD1AAK,WEST
10/7/19,Sonny Covington,Alliant Group,Texas,Prospect,"",7/24/20,United States,"",0010z00001aZiD2AAK,WEST
1/22/18,Sonny Covington,"City of Austin, TX",Texas,Prospect,"",7/24/20,United States,"",0010z00001aZiD9AAK,WEST
7/1/19,Kyle Graves,Ministre de la Justice du Qubec,Quebec,Prospect,"",7/24/20,Canada,"",0010z00001aZiDAAA0,NORTHEAST
7/25/19,Kyle Graves,Farm Credit Canada,Saskatchewan,Prospect,"",7/24/20,Canada,"",0010z00001aZiDEAA0,NORTHEAST
"",Simon Brender,Orix Group,"",Prospect,"",7/29/20,Japan,Japan,0010z00001aZoQUAA0,APAC
"",Simon Brender,Mitsui & Co,"",Prospect,"",7/29/20,Japan,Japan,0010z00001aZoSLAA0,APAC
"",Zachery Peters,Mallinckrodt Inc,Missouri,Prospect,"",7/28/20,United States,"",0010z00001aZnYrAAK,CENTRAL
"",Shaunagh Roberts,Balfour Beatty PLC,"",Prospect,"",7/29/20,United Kingdom,"",0010z00001aZok9AAC,EMEA
7/29/20,Jean-Noel Roncelli,BANQUE CASINO,"",Prospect,"",7/28/20,France,"",0010z00001aZmopAAC,EMEA
"",Zachery Peters,Emerson Electric,Missouri,Prospect,"",7/28/20,United States,"",0010z00001aZnknAAC,CENTRAL
"",Shaunagh Roberts,Arup USA Inc,"",Prospect,"",7/29/20,United Kingdom,"",0010z00001aZolCAAS,EMEA
7/29/20,Ian Stocks,BCD Travel,"",Prospect,"",7/28/20,United Kingdom,"",0010z00001aZnAZAA0,EMEA
2/20/20,Kateryna Hvastovich,Datastreams,"",Prospective Partner,"",3/5/20,"","",0010z00001SUs7wAAD,EMEA
2/20/20,Zachery Peters,Fishtech Group,Missouri,Prospect,"",7/24/20,United States,"",0010z00001SVdspAAD,CENTRAL
2/3/20,Gary Griffith,PRA Health Sciences,North Carolina,Prospect,"",6/19/20,United States,"",0010z00001SVCIXAA5,SOUTHEAST
"",Gary Griffith,Evolent Health,Virginia,Prospect,"",6/19/20,United States,"",0010z00001SWPJ3AAP,SOUTHEAST
12/3/19,Marilyn Von Hoenning,Sky Italia Srl,"",Prospect,"",3/27/20,Italy,"",0010z00001SUqjzAAD,EMEA
4/7/20,Tho Yeong Chien,Godrej Consumer Products Limited,"",Prospect,"",7/29/20,Indonesia,"",0010z00001WgwJZAAZ,APAC
